run,dataset,run_role,kind,panel_code,panel,detector,budget_nominal,budget_target,attack_strength,n_total,n_A_B,n_A_J,n_timely_A_B,n_matched_contract_pass,n_all_trial_contract_pass,coverage_budget,coverage_joint,matched_burden_timely_at_k,matched_burden_contract_pass_rate,all_trial_contract_pass_rate,mean_tiw_clean_matched,mean_tiw_corrupted_matched,mean_cad_win_matched,mean_false_alert_events_corrupted_matched,matched_tol_budget,matched_tol_tiw,safety_eps,tiw_cap
cfpb_online_recal1_seed0,CFPB,canonical_on,corr_mix,full,full,T2,1.0,1.0,0.5,80,0,0,0,0,9,0.0,0.0,nan,nan,0.1125,nan,nan,nan,nan,0.1,0.1,0.1,0.15
cfpb_online_recal1_seed0,CFPB,canonical_on,corr_mix,full,full,cusum_factor_cov_lrt,1.0,1.0,0.5,80,80,0,32,0,0,1.0,0.0,0.4,0.0,0.0,0.25323275862068967,0.2543103448275862,0.035416666666666666,1.114655172413793,0.1,0.1,0.1,0.15
cfpb_online_recal1_seed0,CFPB,canonical_on,corr_mix,full,full,ewma_factor_cov_lrt,1.0,1.0,0.5,80,0,0,0,0,11,0.0,0.0,nan,nan,0.1375,nan,nan,nan,nan,0.1,0.1,0.1,0.15
cfpb_online_recal1_seed0,CFPB,canonical_on,corr_mix,full,full,factor_cov_change,1.0,1.0,0.5,80,0,0,0,0,11,0.0,0.0,nan,nan,0.1375,nan,nan,nan,nan,0.1,0.1,0.1,0.15
cfpb_online_recal1_seed0,CFPB,canonical_on,corr_mix,full,full,factor_cov_delta,1.0,1.0,0.5,80,0,0,0,0,11,0.0,0.0,nan,nan,0.1375,nan,nan,nan,nan,0.1,0.1,0.1,0.15
cfpb_online_recal1_seed0,CFPB,canonical_on,corr_mix,full,full,factor_cov_lrt,1.0,1.0,0.5,80,0,0,0,0,9,0.0,0.0,nan,nan,0.1125,nan,nan,nan,nan,0.1,0.1,0.1,0.15
cfpb_online_recal1_seed0,CFPB,canonical_on,corr_mix,full,full,factor_cov_lrt_delta,1.0,1.0,0.5,80,4,4,1,0,0,0.05,0.05,0.25,0.0,0.0,0.10344827586206896,0.10344827586206896,0.20833333333333331,1.2413793103448276,0.1,0.1,0.1,0.15
cfpb_online_recal1_seed0,CFPB,canonical_on,corr_mix,full,full,fused_fisher,1.0,1.0,0.5,80,0,0,0,0,16,0.0,0.0,nan,nan,0.2,nan,nan,nan,nan,0.1,0.1,0.1,0.15
cfpb_online_recal1_seed0,CFPB,canonical_on,corr_mix,full,full,fused_fisher_lrt_delta,1.0,1.0,0.5,80,0,0,0,0,14,0.0,0.0,nan,nan,0.175,nan,nan,nan,nan,0.1,0.1,0.1,0.15
cfpb_online_recal1_seed0,CFPB,canonical_on,corr_mix,full,full,fused_sp,1.0,1.0,0.5,80,56,5,6,5,16,0.7,0.0625,0.10714285714285714,0.08928571428571429,0.2,0.18165024630541873,0.18165024630541873,0.0,0.8275862068965517,0.1,0.1,0.1,0.15
cfpb_online_recal1_seed0,CFPB,canonical_on,corr_mix,full,full,fused_sp_lrt_delta,1.0,1.0,0.5,80,56,5,6,5,16,0.7,0.0625,0.10714285714285714,0.08928571428571429,0.2,0.18165024630541873,0.18165024630541873,0.0,0.8275862068965517,0.1,0.1,0.1,0.15
cfpb_online_recal1_seed0,CFPB,canonical_on,corr_mix,full,full,max_abs,1.0,1.0,0.5,80,0,0,0,0,6,0.0,0.0,nan,nan,0.075,nan,nan,nan,nan,0.1,0.1,0.1,0.15
cfpb_online_recal1_seed0,CFPB,canonical_on,corr_mix,full,full,pc_t2,1.0,1.0,0.5,80,0,0,0,0,17,0.0,0.0,nan,nan,0.2125,nan,nan,nan,nan,0.1,0.1,0.1,0.15
